From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (GO),Gene Ontology (molecular function)
P14543,P14543,reviewed,NID1_HUMAN,Nidogen-1 (NID-1) (Entactin),NID1 NID,Homo sapiens (Human),1247,basement membrane organization [GO:0071711]; cell-matrix adhesion [GO:0007160]; glomerular basement membrane development [GO:0032836]; positive regulation of cell adhesion [GO:0045785]; positive regulation of cell-substrate adhesion [GO:0010811]; positive regulation of integrin-mediated signaling pathway [GO:2001046]; positive regulation of muscle cell differentiation [GO:0051149]; regulation of basement membrane organization [GO:0110011],basement membrane [GO:0005604]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; protein complex involved in cell-matrix adhesion [GO:0098637],basement membrane [GO:0005604]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; protein complex involved in cell-matrix adhesion [GO:0098637]; calcium ion binding [GO:0005509]; collagen binding [GO:0005518]; extracellular matrix structural constituent [GO:0005201]; laminin binding [GO:0043236]; laminin-1 binding [GO:0043237]; proteoglycan binding [GO:0043394]; basement membrane organization [GO:0071711]; cell-matrix adhesion [GO:0007160]; glomerular basement membrane development [GO:0032836]; positive regulation of cell adhesion [GO:0045785]; positive regulation of cell-substrate adhesion [GO:0010811]; positive regulation of integrin-mediated signaling pathway [GO:2001046]; positive regulation of muscle cell differentiation [GO:0051149]; regulation of basement membrane organization [GO:0110011],calcium ion binding [GO:0005509]; collagen binding [GO:0005518]; extracellular matrix structural constituent [GO:0005201]; laminin binding [GO:0043236]; laminin-1 binding [GO:0043237]; proteoglycan binding [GO:0043394]
Q9BX66,Q9BX66,reviewed,SRBS1_HUMAN,Sorbin and SH3 domain-containing protein 1 (Ponsin) (SH3 domain protein 5) (SH3P12) (c-Cbl-associated protein) (CAP),SORBS1 KIAA0894 KIAA1296 SH3D5,Homo sapiens (Human),1292,cell-matrix adhesion [GO:0007160]; cell-substrate adhesion [GO:0031589]; cellular response to insulin stimulus [GO:0032869]; focal adhesion assembly [GO:0048041]; insulin receptor signaling pathway [GO:0008286]; positive regulation of D-glucose import [GO:0046326]; positive regulation of glycogen biosynthetic process [GO:0045725]; positive regulation of insulin receptor signaling pathway [GO:0046628]; positive regulation of lipid biosynthetic process [GO:0046889]; positive regulation of protein localization to plasma membrane [GO:1903078]; stress fiber assembly [GO:0043149],adherens junction [GO:0005912]; cell-substrate junction [GO:0030055]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; flotillin complex [GO:0016600]; focal adhesion [GO:0005925]; membrane raft [GO:0045121]; nuclear matrix [GO:0016363]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; stress fiber [GO:0001725]; zonula adherens [GO:0005915],adherens junction [GO:0005912]; cell-substrate junction [GO:0030055]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; flotillin complex [GO:0016600]; focal adhesion [GO:0005925]; membrane raft [GO:0045121]; nuclear matrix [GO:0016363]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; stress fiber [GO:0001725]; zonula adherens [GO:0005915]; actin binding [GO:0003779]; cytoskeletal protein binding [GO:0008092]; insulin receptor binding [GO:0005158]; signaling receptor complex adaptor activity [GO:0030159]; cell-matrix adhesion [GO:0007160]; cell-substrate adhesion [GO:0031589]; cellular response to insulin stimulus [GO:0032869]; focal adhesion assembly [GO:0048041]; insulin receptor signaling pathway [GO:0008286]; positive regulation of D-glucose import [GO:0046326]; positive regulation of glycogen biosynthetic process [GO:0045725]; positive regulation of insulin receptor signaling pathway [GO:0046628]; positive regulation of lipid biosynthetic process [GO:0046889]; positive regulation of protein localization to plasma membrane [GO:1903078]; stress fiber assembly [GO:0043149],actin binding [GO:0003779]; cytoskeletal protein binding [GO:0008092]; insulin receptor binding [GO:0005158]; signaling receptor complex adaptor activity [GO:0030159]
Q9NVD7,Q9NVD7,reviewed,PARVA_HUMAN,Alpha-parvin (Actopaxin) (CH-ILKBP) (Calponin-like integrin-linked kinase-binding protein) (Matrix-remodeling-associated protein 2),PARVA MXRA2,Homo sapiens (Human),372,actin cytoskeleton organization [GO:0030036]; actin-mediated cell contraction [GO:0070252]; cilium assembly [GO:0060271]; establishment or maintenance of cell polarity [GO:0007163]; establishment or maintenance of cell polarity regulating cell shape [GO:0071963]; heterotypic cell-cell adhesion [GO:0034113]; outflow tract septum morphogenesis [GO:0003148]; protein stabilization [GO:0050821]; smooth muscle cell chemotaxis [GO:0071670]; sprouting angiogenesis [GO:0002040]; substrate adhesion-dependent cell spreading [GO:0034446],actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; plasma membrane [GO:0005886]; Z disc [GO:0030018],actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; plasma membrane [GO:0005886]; Z disc [GO:0030018]; actin binding [GO:0003779]; cadherin binding [GO:0045296]; protein kinase inhibitor activity [GO:0004860]; actin cytoskeleton organization [GO:0030036]; actin-mediated cell contraction [GO:0070252]; cilium assembly [GO:0060271]; establishment or maintenance of cell polarity [GO:0007163]; establishment or maintenance of cell polarity regulating cell shape [GO:0071963]; heterotypic cell-cell adhesion [GO:0034113]; outflow tract septum morphogenesis [GO:0003148]; protein stabilization [GO:0050821]; smooth muscle cell chemotaxis [GO:0071670]; sprouting angiogenesis [GO:0002040]; substrate adhesion-dependent cell spreading [GO:0034446],actin binding [GO:0003779]; cadherin binding [GO:0045296]; protein kinase inhibitor activity [GO:0004860]
Q16658,Q16658,reviewed,FSCN1_HUMAN,Fascin (55 kDa actin-bundling protein) (Singed-like protein) (p55),FSCN1 FAN1 HSN SNL,Homo sapiens (Human),493,actin cytoskeleton organization [GO:0030036]; actin filament bundle assembly [GO:0051017]; cell migration [GO:0016477]; cell motility [GO:0048870]; cell-cell junction assembly [GO:0007043]; establishment of apical/basal cell polarity [GO:0035089]; establishment or maintenance of cell polarity [GO:0007163]; microspike assembly [GO:0030035]; parallel actin filament bundle assembly [GO:0030046]; positive regulation of extracellular matrix disassembly [GO:0090091]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of podosome assembly [GO:0071803]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of microvillus assembly [GO:0032534],actin cytoskeleton [GO:0015629]; cell cortex [GO:0005938]; cell projection membrane [GO:0031253]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; filopodium [GO:0030175]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; microspike [GO:0044393]; microvillus [GO:0005902]; podosome [GO:0002102]; ruffle [GO:0001726]; stress fiber [GO:0001725],actin cytoskeleton [GO:0015629]; cell cortex [GO:0005938]; cell projection membrane [GO:0031253]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; filopodium [GO:0030175]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; microspike [GO:0044393]; microvillus [GO:0005902]; podosome [GO:0002102]; ruffle [GO:0001726]; stress fiber [GO:0001725]; actin binding [GO:0003779]; actin filament binding [GO:0051015]; cadherin binding [GO:0045296]; protein-macromolecule adaptor activity [GO:0030674]; RNA binding [GO:0003723]; actin cytoskeleton organization [GO:0030036]; actin filament bundle assembly [GO:0051017]; cell migration [GO:0016477]; cell motility [GO:0048870]; cell-cell junction assembly [GO:0007043]; establishment of apical/basal cell polarity [GO:0035089]; establishment or maintenance of cell polarity [GO:0007163]; microspike assembly [GO:0030035]; parallel actin filament bundle assembly [GO:0030046]; positive regulation of extracellular matrix disassembly [GO:0090091]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of podosome assembly [GO:0071803]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of microvillus assembly [GO:0032534],actin binding [GO:0003779]; actin filament binding [GO:0051015]; cadherin binding [GO:0045296]; protein-macromolecule adaptor activity [GO:0030674]; RNA binding [GO:0003723]
Q15582,Q15582,reviewed,BGH3_HUMAN,Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP),TGFBI BIGH3,Homo sapiens (Human),683,angiogenesis [GO:0001525]; cell adhesion [GO:0007155]; cell population proliferation [GO:0008283]; chondrocyte differentiation [GO:0002062]; extracellular matrix organization [GO:0030198]; negative regulation of cell adhesion [GO:0007162]; visual perception [GO:0007601],basement membrane [GO:0005604]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802],basement membrane [GO:0005604]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]; cell adhesion molecule binding [GO:0050839]; collagen binding [GO:0005518]; extracellular matrix binding [GO:0050840]; extracellular matrix structural constituent [GO:0005201]; identical protein binding [GO:0042802]; integrin binding [GO:0005178]; angiogenesis [GO:0001525]; cell adhesion [GO:0007155]; cell population proliferation [GO:0008283]; chondrocyte differentiation [GO:0002062]; extracellular matrix organization [GO:0030198]; negative regulation of cell adhesion [GO:0007162]; visual perception [GO:0007601],cell adhesion molecule binding [GO:0050839]; collagen binding [GO:0005518]; extracellular matrix binding [GO:0050840]; extracellular matrix structural constituent [GO:0005201]; identical protein binding [GO:0042802]; integrin binding [GO:0005178]
Q15417,Q15417,reviewed,CNN3_HUMAN,"Calponin-3 (Calponin, acidic isoform)",CNN3,Homo sapiens (Human),329,actin filament organization [GO:0007015]; actomyosin structure organization [GO:0031032]; epithelial cell differentiation [GO:0030855],actin cytoskeleton [GO:0015629]; adherens junction [GO:0005912]; cytosol [GO:0005829]; focal adhesion [GO:0005925],actin cytoskeleton [GO:0015629]; adherens junction [GO:0005912]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; actin filament binding [GO:0051015]; cadherin binding involved in cell-cell adhesion [GO:0098641]; calmodulin binding [GO:0005516]; actin filament organization [GO:0007015]; actomyosin structure organization [GO:0031032]; epithelial cell differentiation [GO:0030855],actin filament binding [GO:0051015]; cadherin binding involved in cell-cell adhesion [GO:0098641]; calmodulin binding [GO:0005516]
Q9UHD8,Q9UHD8,reviewed,SEPT9_HUMAN,Septin-9 (MLL septin-like fusion protein MSF-A) (MLL septin-like fusion protein) (Ovarian/Breast septin) (Ov/Br septin) (Septin D1),SEPTIN9 KIAA0991 MSF SEPT9,Homo sapiens (Human),586,actin cytoskeleton organization [GO:0030036]; cytoskeleton-dependent cytokinesis [GO:0061640]; intracellular protein localization [GO:0008104]; positive regulation of non-motile cilium assembly [GO:1902857]; septin cytoskeleton organization [GO:0032185],actin cytoskeleton [GO:0015629]; axoneme [GO:0005930]; cell division site [GO:0032153]; cilium [GO:0005929]; cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; non-motile cilium [GO:0097730]; perinuclear region of cytoplasm [GO:0048471]; septin complex [GO:0031105]; septin ring [GO:0005940]; stress fiber [GO:0001725],actin cytoskeleton [GO:0015629]; axoneme [GO:0005930]; cell division site [GO:0032153]; cilium [GO:0005929]; cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; non-motile cilium [GO:0097730]; perinuclear region of cytoplasm [GO:0048471]; septin complex [GO:0031105]; septin ring [GO:0005940]; stress fiber [GO:0001725]; cadherin binding [GO:0045296]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; molecular adaptor activity [GO:0060090]; actin cytoskeleton organization [GO:0030036]; cytoskeleton-dependent cytokinesis [GO:0061640]; intracellular protein localization [GO:0008104]; positive regulation of non-motile cilium assembly [GO:1902857]; septin cytoskeleton organization [GO:0032185],cadherin binding [GO:0045296]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; molecular adaptor activity [GO:0060090]
Q07960,Q07960,reviewed,RHG01_HUMAN,Rho GTPase-activating protein 1 (CDC42 GTPase-activating protein) (GTPase-activating protein rhoGAP) (Rho-related small GTPase protein activator) (Rho-type GTPase-activating protein 1) (p50-RhoGAP),ARHGAP1 CDC42GAP RHOGAP1,Homo sapiens (Human),439,endosomal transport [GO:0016197]; negative regulation of endocytic recycling [GO:2001136]; regulation of small GTPase mediated signal transduction [GO:0051056]; Rho protein signal transduction [GO:0007266]; small GTPase-mediated signal transduction [GO:0007264]; transferrin transport [GO:0033572],cilium [GO:0005929]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; ruffle [GO:0001726],cilium [GO:0005929]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; ruffle [GO:0001726]; cadherin binding [GO:0045296]; GTPase activator activity [GO:0005096]; SH3 domain binding [GO:0017124]; small GTPase binding [GO:0031267]; endosomal transport [GO:0016197]; negative regulation of endocytic recycling [GO:2001136]; regulation of small GTPase mediated signal transduction [GO:0051056]; Rho protein signal transduction [GO:0007266]; small GTPase-mediated signal transduction [GO:0007264]; transferrin transport [GO:0033572],cadherin binding [GO:0045296]; GTPase activator activity [GO:0005096]; SH3 domain binding [GO:0017124]; small GTPase binding [GO:0031267]
Q99685,Q99685,reviewed,MGLL_HUMAN,Monoglyceride lipase (MGL) (EC 3.1.1.23) (HU-K5) (Lysophospholipase homolog) (Lysophospholipase-like) (Monoacylglycerol lipase) (MAGL),MGLL,Homo sapiens (Human),303,acylglycerol catabolic process [GO:0046464]; arachidonate metabolic process [GO:0019369]; fatty acid biosynthetic process [GO:0006633]; inflammatory response [GO:0006954]; lipid metabolic process [GO:0006629]; monoacylglycerol catabolic process [GO:0052651]; regulation of endocannabinoid signaling pathway [GO:2000124]; regulation of inflammatory response [GO:0050727]; regulation of sensory perception of pain [GO:0051930]; regulation of signal transduction [GO:0009966]; triglyceride catabolic process [GO:0019433],cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; plasma membrane [GO:0005886],cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; plasma membrane [GO:0005886]; monoacylglycerol lipase activity [GO:0047372]; phosphatidylcholine lysophospholipase activity [GO:0004622]; protein homodimerization activity [GO:0042803]; acylglycerol catabolic process [GO:0046464]; arachidonate metabolic process [GO:0019369]; fatty acid biosynthetic process [GO:0006633]; inflammatory response [GO:0006954]; lipid metabolic process [GO:0006629]; monoacylglycerol catabolic process [GO:0052651]; regulation of endocannabinoid signaling pathway [GO:2000124]; regulation of inflammatory response [GO:0050727]; regulation of sensory perception of pain [GO:0051930]; regulation of signal transduction [GO:0009966]; triglyceride catabolic process [GO:0019433],monoacylglycerol lipase activity [GO:0047372]; phosphatidylcholine lysophospholipase activity [GO:0004622]; protein homodimerization activity [GO:0042803]
O95782,O95782,reviewed,AP2A1_HUMAN,AP-2 complex subunit alpha-1 (100 kDa coated vesicle protein A) (Adaptor protein complex AP-2 subunit alpha-1) (Adaptor-related protein complex 2 subunit alpha-1) (Alpha-adaptin A) (Alpha1-adaptin) (Clathrin assembly protein complex 2 alpha-A large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha A subunit),AP2A1 ADTAA CLAPA1,Homo sapiens (Human),977,clathrin-dependent endocytosis [GO:0072583]; endocytosis [GO:0006897]; Golgi to endosome transport [GO:0006895]; intracellular protein transport [GO:0006886]; negative regulation of hyaluronan biosynthetic process [GO:1900126]; positive regulation of neuron projection development [GO:0010976]; positive regulation of receptor-mediated endocytosis [GO:0048260]; postsynaptic neurotransmitter receptor internalization [GO:0098884]; synaptic vesicle endocytosis [GO:0048488]; vesicle-mediated transport [GO:0016192],AP-2 adaptor complex [GO:0030122]; apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; clathrin coat of trans-Golgi network vesicle [GO:0030130]; clathrin-coated endocytic vesicle [GO:0045334]; clathrin-coated endocytic vesicle membrane [GO:0030669]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; endocytic vesicle membrane [GO:0030666]; endolysosome membrane [GO:0036020]; filopodium tip [GO:0032433]; glutamatergic synapse [GO:0098978]; membrane [GO:0016020]; plasma membrane [GO:0005886]; postsynaptic endocytic zone [GO:0098843]; synaptic vesicle [GO:0008021],AP-2 adaptor complex [GO:0030122]; apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; clathrin coat of trans-Golgi network vesicle [GO:0030130]; clathrin-coated endocytic vesicle [GO:0045334]; clathrin-coated endocytic vesicle membrane [GO:0030669]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; endocytic vesicle membrane [GO:0030666]; endolysosome membrane [GO:0036020]; filopodium tip [GO:0032433]; glutamatergic synapse [GO:0098978]; membrane [GO:0016020]; plasma membrane [GO:0005886]; postsynaptic endocytic zone [GO:0098843]; synaptic vesicle [GO:0008021]; clathrin adaptor activity [GO:0035615]; low-density lipoprotein particle receptor binding [GO:0050750]; protein kinase binding [GO:0019901]; protein-containing complex binding [GO:0044877]; clathrin-dependent endocytosis [GO:0072583]; endocytosis [GO:0006897]; Golgi to endosome transport [GO:0006895]; intracellular protein transport [GO:0006886]; negative regulation of hyaluronan biosynthetic process [GO:1900126]; positive regulation of neuron projection development [GO:0010976]; positive regulation of receptor-mediated endocytosis [GO:0048260]; postsynaptic neurotransmitter receptor internalization [GO:0098884]; synaptic vesicle endocytosis [GO:0048488]; vesicle-mediated transport [GO:0016192],clathrin adaptor activity [GO:0035615]; low-density lipoprotein particle receptor binding [GO:0050750]; protein kinase binding [GO:0019901]; protein-containing complex binding [GO:0044877]
P50225,P50225,reviewed,ST1A1_HUMAN,Sulfotransferase 1A1 (ST1A1) (EC 2.8.2.1) (Aryl sulfotransferase 1) (HAST1/HAST2) (Phenol sulfotransferase 1) (Phenol-sulfating phenol sulfotransferase 1) (P-PST 1) (ST1A3) (Thermostable phenol sulfotransferase) (Ts-PST),SULT1A1 STP STP1 OK/SW-cl.88,Homo sapiens (Human),295,3'-phosphoadenosine 5'-phosphosulfate metabolic process [GO:0050427]; amine metabolic process [GO:0009308]; dopamine catabolic process [GO:0042420]; estrogen metabolic process [GO:0008210]; ethanol catabolic process [GO:0006068]; flavonoid metabolic process [GO:0009812]; sulfation [GO:0051923]; thyroid hormone metabolic process [GO:0042403]; xenobiotic metabolic process [GO:0006805],cytoplasm [GO:0005737]; cytosol [GO:0005829],cytoplasm [GO:0005737]; cytosol [GO:0005829]; 3'-phosphoadenosine 5'-phosphosulfate binding [GO:0050656]; aryl sulfotransferase activity [GO:0004062]; flavonol 3-sulfotransferase activity [GO:0047894]; steroid sulfotransferase activity [GO:0050294]; sulfotransferase activity [GO:0008146]; 3'-phosphoadenosine 5'-phosphosulfate metabolic process [GO:0050427]; amine metabolic process [GO:0009308]; dopamine catabolic process [GO:0042420]; estrogen metabolic process [GO:0008210]; ethanol catabolic process [GO:0006068]; flavonoid metabolic process [GO:0009812]; sulfation [GO:0051923]; thyroid hormone metabolic process [GO:0042403]; xenobiotic metabolic process [GO:0006805],3'-phosphoadenosine 5'-phosphosulfate binding [GO:0050656]; aryl sulfotransferase activity [GO:0004062]; flavonol 3-sulfotransferase activity [GO:0047894]; steroid sulfotransferase activity [GO:0050294]; sulfotransferase activity [GO:0008146]
Q12805,Q12805,reviewed,FBLN3_HUMAN,EGF-containing fibulin-like extracellular matrix protein 1 (Extracellular protein S1-5) (Fibrillin-like protein) (Fibulin-3) (FIBL-3),EFEMP1 FBLN3 FBNL,Homo sapiens (Human),493,camera-type eye development [GO:0043010]; embryonic eye morphogenesis [GO:0048048]; epidermal growth factor receptor signaling pathway [GO:0007173]; negative regulation of chondrocyte differentiation [GO:0032331]; peptidyl-tyrosine phosphorylation [GO:0018108]; post-embryonic eye morphogenesis [GO:0048050]; regulation of DNA-templated transcription [GO:0006355]; visual perception [GO:0007601],extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615],extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; calcium ion binding [GO:0005509]; epidermal growth factor receptor activity [GO:0005006]; epidermal growth factor receptor binding [GO:0005154]; extracellular matrix structural constituent [GO:0005201]; growth factor activity [GO:0008083]; camera-type eye development [GO:0043010]; embryonic eye morphogenesis [GO:0048048]; epidermal growth factor receptor signaling pathway [GO:0007173]; negative regulation of chondrocyte differentiation [GO:0032331]; peptidyl-tyrosine phosphorylation [GO:0018108]; post-embryonic eye morphogenesis [GO:0048050]; regulation of DNA-templated transcription [GO:0006355]; visual perception [GO:0007601],calcium ion binding [GO:0005509]; epidermal growth factor receptor activity [GO:0005006]; epidermal growth factor receptor binding [GO:0005154]; extracellular matrix structural constituent [GO:0005201]; growth factor activity [GO:0008083]
P26599,P26599,reviewed,PTBP1_HUMAN,Polypyrimidine tract-binding protein 1 (PTB) (57 kDa RNA-binding protein PPTB-1) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I),PTBP1 PTB,Homo sapiens (Human),557,"IRES-dependent viral translational initiation [GO:0075522]; mRNA processing [GO:0006397]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; negative regulation of muscle cell differentiation [GO:0051148]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of RNA splicing [GO:0033119]; neurogenesis [GO:0022008]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of cell differentiation [GO:0045595]; regulation of RNA splicing [GO:0043484]; RNA splicing [GO:0008380]",extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; mRNA binding [GO:0003729]; poly-pyrimidine tract binding [GO:0008187]; pre-mRNA binding [GO:0036002]; RNA binding [GO:0003723]; IRES-dependent viral translational initiation [GO:0075522]; mRNA processing [GO:0006397]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; negative regulation of muscle cell differentiation [GO:0051148]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of RNA splicing [GO:0033119]; neurogenesis [GO:0022008]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of cell differentiation [GO:0045595]; regulation of RNA splicing [GO:0043484]; RNA splicing [GO:0008380]",mRNA binding [GO:0003729]; poly-pyrimidine tract binding [GO:0008187]; pre-mRNA binding [GO:0036002]; RNA binding [GO:0003723]
O14618,O14618,reviewed,CCS_HUMAN,Copper chaperone for superoxide dismutase (Superoxide dismutase copper chaperone),CCS,Homo sapiens (Human),274,cellular response to oxidative stress [GO:0034599]; protein maturation [GO:0051604]; removal of superoxide radicals [GO:0019430],cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634],cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; cadherin binding [GO:0045296]; copper ion binding [GO:0005507]; protein-disulfide reductase activity [GO:0015035]; superoxide dismutase copper chaperone activity [GO:0016532]; cellular response to oxidative stress [GO:0034599]; protein maturation [GO:0051604]; removal of superoxide radicals [GO:0019430],cadherin binding [GO:0045296]; copper ion binding [GO:0005507]; protein-disulfide reductase activity [GO:0015035]; superoxide dismutase copper chaperone activity [GO:0016532]
Q9H4G4,Q9H4G4,reviewed,GAPR1_HUMAN,Golgi-associated plant pathogenesis-related protein 1 (GAPR-1) (Golgi-associated PR-1 protein) (Glioma pathogenesis-related protein 2) (GliPR 2),GLIPR2 C9orf19 GAPR1,Homo sapiens (Human),154,positive regulation of epithelial cell migration [GO:0010634]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of ERK1 and ERK2 cascade [GO:0070374],extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; Golgi membrane [GO:0000139],extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; Golgi membrane [GO:0000139]; protein homodimerization activity [GO:0042803]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of ERK1 and ERK2 cascade [GO:0070374],protein homodimerization activity [GO:0042803]
Q9BS40,Q9BS40,reviewed,LXN_HUMAN,Latexin (Endogenous carboxypeptidase inhibitor) (ECI) (Protein MUM) (Tissue carboxypeptidase inhibitor) (TCI),LXN,Homo sapiens (Human),222,detection of temperature stimulus involved in sensory perception of pain [GO:0050965]; inflammatory response [GO:0006954],cytoplasm [GO:0005737]; extracellular space [GO:0005615],cytoplasm [GO:0005737]; extracellular space [GO:0005615]; heparin binding [GO:0008201]; metalloendopeptidase inhibitor activity [GO:0008191]; detection of temperature stimulus involved in sensory perception of pain [GO:0050965]; inflammatory response [GO:0006954],heparin binding [GO:0008201]; metalloendopeptidase inhibitor activity [GO:0008191]
Q99439,Q99439,reviewed,CNN2_HUMAN,"Calponin-2 (Calponin H2, smooth muscle) (Neutral calponin)",CNN2,Homo sapiens (Human),309,actin filament organization [GO:0007015]; actomyosin structure organization [GO:0031032]; cellular response to mechanical stimulus [GO:0071260]; cytoskeleton organization [GO:0007010]; establishment of localization in cell [GO:0051649]; hemopoiesis [GO:0030097]; macrophage migration [GO:1905517]; negative regulation of macrophage migration [GO:1905522]; negative regulation of phagocytosis [GO:0050765]; phagocytosis [GO:0006909]; positive regulation of gene expression [GO:0010628]; regulation of actin filament-based process [GO:0032970]; regulation of mononuclear cell proliferation [GO:0032944]; wound healing [GO:0042060],actin cytoskeleton [GO:0015629]; cell-cell junction [GO:0005911]; cytoskeleton [GO:0005856]; extracellular region [GO:0005576]; focal adhesion [GO:0005925]; membrane [GO:0016020]; specific granule lumen [GO:0035580]; stress fiber [GO:0001725]; tertiary granule lumen [GO:1904724],actin cytoskeleton [GO:0015629]; cell-cell junction [GO:0005911]; cytoskeleton [GO:0005856]; extracellular region [GO:0005576]; focal adhesion [GO:0005925]; membrane [GO:0016020]; specific granule lumen [GO:0035580]; stress fiber [GO:0001725]; tertiary granule lumen [GO:1904724]; actin binding [GO:0003779]; actin filament binding [GO:0051015]; cadherin binding [GO:0045296]; calmodulin binding [GO:0005516]; actin filament organization [GO:0007015]; actomyosin structure organization [GO:0031032]; cellular response to mechanical stimulus [GO:0071260]; cytoskeleton organization [GO:0007010]; establishment of localization in cell [GO:0051649]; hemopoiesis [GO:0030097]; macrophage migration [GO:1905517]; negative regulation of macrophage migration [GO:1905522]; negative regulation of phagocytosis [GO:0050765]; phagocytosis [GO:0006909]; positive regulation of gene expression [GO:0010628]; regulation of actin filament-based process [GO:0032970]; regulation of mononuclear cell proliferation [GO:0032944]; wound healing [GO:0042060],actin binding [GO:0003779]; actin filament binding [GO:0051015]; cadherin binding [GO:0045296]; calmodulin binding [GO:0005516]
