From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (GO),Gene Ontology (molecular function)
P55809,P55809,reviewed,SCOT1_HUMAN,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial (SCOT) (EC 2.8.3.5) (3-oxoacid CoA-transferase 1) (Somatic-type succinyl-CoA:3-oxoacid CoA-transferase) (SCOT-s) (Succinyl-CoA:3-oxoacid CoA transferase)",OXCT1 OXCT SCOT,Homo sapiens (Human),520,adipose tissue development [GO:0060612]; heart development [GO:0007507]; ketone body catabolic process [GO:0046952]; ketone body metabolic process [GO:1902224]; ketone catabolic process [GO:0042182]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; response to activity [GO:0014823]; response to ethanol [GO:0045471]; response to hormone [GO:0009725]; response to nutrient [GO:0007584]; response to starvation [GO:0042594]; response to xenobiotic stimulus [GO:0009410],mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; identical protein binding [GO:0042802]; succinyl-CoA:3-oxo-acid CoA-transferase activity [GO:0008260]; adipose tissue development [GO:0060612]; heart development [GO:0007507]; ketone body catabolic process [GO:0046952]; ketone body metabolic process [GO:1902224]; ketone catabolic process [GO:0042182]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; response to activity [GO:0014823]; response to ethanol [GO:0045471]; response to hormone [GO:0009725]; response to nutrient [GO:0007584]; response to starvation [GO:0042594]; response to xenobiotic stimulus [GO:0009410],identical protein binding [GO:0042802]; succinyl-CoA:3-oxo-acid CoA-transferase activity [GO:0008260]
Q92506,Q92506,reviewed,DHB8_HUMAN,(3R)-3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12) (17-beta-hydroxysteroid dehydrogenase 8) (17-beta-HSD 8) (HSD17B8) (3-ketoacyl-[acyl-carrier-protein] reductase alpha subunit) (KAR alpha subunit) (3-oxoacyl-[acyl-carrier-protein] reductase) (Estradiol 17-beta-dehydrogenase 8) (EC 1.1.1.62) (Protein Ke6) (Ke6) (Short chain dehydrogenase/reductase family 30C member 1) (Testosterone 17-beta-dehydrogenase 8) (EC 1.1.1.239),HSD17B8 FABGL HKE6 RING2 SDR30C1,Homo sapiens (Human),261,androgen metabolic process [GO:0008209]; estrogen biosynthetic process [GO:0006703]; fatty acid biosynthetic process [GO:0006633]; protein heterotetramerization [GO:0051290],mitochondrial envelope [GO:0005740]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; oxidoreductase complex [GO:1990204]; plasma membrane [GO:0005886],mitochondrial envelope [GO:0005740]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; oxidoreductase complex [GO:1990204]; plasma membrane [GO:0005886]; (3R)-3-hydroxyacyl-CoA dehydrogenase (NAD+) activity [GO:0106386]; estradiol 17-beta-dehydrogenase [NAD(P)+] activity [GO:0004303]; NADH binding [GO:0070404]; quinone binding [GO:0048038]; testosterone dehydrogenase (NAD+) activity [GO:0047035]; androgen metabolic process [GO:0008209]; estrogen biosynthetic process [GO:0006703]; fatty acid biosynthetic process [GO:0006633]; protein heterotetramerization [GO:0051290],(3R)-3-hydroxyacyl-CoA dehydrogenase (NAD+) activity [GO:0106386]; estradiol 17-beta-dehydrogenase [NAD(P)+] activity [GO:0004303]; NADH binding [GO:0070404]; quinone binding [GO:0048038]; testosterone dehydrogenase (NAD+) activity [GO:0047035]
P83111,P83111,reviewed,LACTB_HUMAN,"Serine beta-lactamase-like protein LACTB, mitochondrial (EC 3.4.-.-)",LACTB MRPL56 UNQ843/PRO1781,Homo sapiens (Human),547,lipid metabolic process [GO:0006629]; proteolysis [GO:0006508]; regulation of lipid metabolic process [GO:0019216],cytosol [GO:0005829]; mitochondrion [GO:0005739],cytosol [GO:0005829]; mitochondrion [GO:0005739]; identical protein binding [GO:0042802]; peptidase activity [GO:0008233]; lipid metabolic process [GO:0006629]; proteolysis [GO:0006508]; regulation of lipid metabolic process [GO:0019216],identical protein binding [GO:0042802]; peptidase activity [GO:0008233]
P11182,P11182,reviewed,ODB2_HUMAN,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial (EC 2.3.1.168) (52 kDa mitochondrial autoantigen of primary biliary cirrhosis) (Branched chain 2-oxo-acid dehydrogenase complex component E2) (BCOADC-E2) (Branched-chain alpha-keto acid dehydrogenase complex component E2) (BCKAD-E2) (BCKADE2) (BCKDH-E2) (Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex) (Dihydrolipoamide branched chain transacylase) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase)",DBT BCATE2 BCKDHE2,Homo sapiens (Human),482,branched-chain alpha-keto acid decarboxylation to branched-chain acyl-CoA [GO:0120552]; branched-chain amino acid catabolic process [GO:0009083],branched-chain alpha-ketoacid dehydrogenase complex [GO:0160157]; cytosol [GO:0005829]; microtubule cytoskeleton [GO:0015630]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739],"branched-chain alpha-ketoacid dehydrogenase complex [GO:0160157]; cytosol [GO:0005829]; microtubule cytoskeleton [GO:0015630]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]; dihydrolipoamide branched chain acyltransferase activity [GO:0043754]; ubiquitin protein ligase binding [GO:0031625]; branched-chain alpha-keto acid decarboxylation to branched-chain acyl-CoA [GO:0120552]; branched-chain amino acid catabolic process [GO:0009083]","acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]; dihydrolipoamide branched chain acyltransferase activity [GO:0043754]; ubiquitin protein ligase binding [GO:0031625]"
Q02338,Q02338,reviewed,BDH_HUMAN,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial (EC 1.1.1.30) (3-hydroxybutyrate dehydrogenase) (BDH) (Short chain dehydrogenase/reductase family 9C member 1)",BDH1 BDH SDR9C1,Homo sapiens (Human),343,steroid metabolic process [GO:0008202],matrix side of mitochondrial inner membrane [GO:0099617]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],matrix side of mitochondrial inner membrane [GO:0099617]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; 3-hydroxybutyrate dehydrogenase activity [GO:0003858]; steroid metabolic process [GO:0008202],3-hydroxybutyrate dehydrogenase activity [GO:0003858]
O60925,O60925,reviewed,PFD1_HUMAN,Prefoldin subunit 1,PFDN1 PFD1,Homo sapiens (Human),122,negative regulation of amyloid fibril formation [GO:1905907]; protein folding [GO:0006457],cytoplasm [GO:0005737]; prefoldin complex [GO:0016272],cytoplasm [GO:0005737]; prefoldin complex [GO:0016272]; amyloid-beta binding [GO:0001540]; protein folding chaperone [GO:0044183]; unfolded protein binding [GO:0051082]; negative regulation of amyloid fibril formation [GO:1905907]; protein folding [GO:0006457],amyloid-beta binding [GO:0001540]; protein folding chaperone [GO:0044183]; unfolded protein binding [GO:0051082]
Q14BN4,Q14BN4,reviewed,SLMAP_HUMAN,Sarcolemmal membrane-associated protein (Sarcolemmal-associated protein),SLMAP KIAA1601 SLAP UNQ1847/PRO3577,Homo sapiens (Human),828,muscle contraction [GO:0006936]; negative regulation of hippo signaling [GO:0035331]; protein localization to plasma membrane [GO:0072659]; regulation of membrane depolarization during cardiac muscle cell action potential [GO:1900825]; regulation of sodium ion transmembrane transport [GO:1902305],centrosome [GO:0005813]; cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; FAR/SIN/STRIPAK complex [GO:0090443]; M band [GO:0031430]; mitochondrial membrane [GO:0031966]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; smooth endoplasmic reticulum [GO:0005790]; Z disc [GO:0030018],centrosome [GO:0005813]; cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; FAR/SIN/STRIPAK complex [GO:0090443]; M band [GO:0031430]; mitochondrial membrane [GO:0031966]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; smooth endoplasmic reticulum [GO:0005790]; Z disc [GO:0030018]; protein-macromolecule adaptor activity [GO:0030674]; muscle contraction [GO:0006936]; negative regulation of hippo signaling [GO:0035331]; protein localization to plasma membrane [GO:0072659]; regulation of membrane depolarization during cardiac muscle cell action potential [GO:1900825]; regulation of sodium ion transmembrane transport [GO:1902305],protein-macromolecule adaptor activity [GO:0030674]
O43583,O43583,reviewed,DENR_HUMAN,Density-regulated protein (DRP) (Protein DRP1) (Smooth muscle cell-associated protein 3) (SMAP-3),DENR DRP1 H14,Homo sapiens (Human),198,formation of translation preinitiation complex [GO:0001731]; IRES-dependent viral translational initiation [GO:0075522]; ribosome disassembly [GO:0032790]; translation reinitiation [GO:0002188],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; translation initiation factor activity [GO:0003743]; formation of translation preinitiation complex [GO:0001731]; IRES-dependent viral translational initiation [GO:0075522]; ribosome disassembly [GO:0032790]; translation reinitiation [GO:0002188],translation initiation factor activity [GO:0003743]
P03928,P03928,reviewed,ATP8_HUMAN,ATP synthase F(0) complex subunit 8 (A6L) (F-ATPase subunit 8),MT-ATP8 ATP8 ATPASE8 MTATP8,Homo sapiens (Human),68,proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776],mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; proton-transporting ATP synthase complex [GO:0045259],mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; proton-transporting ATP synthase complex [GO:0045259]; proton transmembrane transporter activity [GO:0015078]; proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776],proton transmembrane transporter activity [GO:0015078]
Q9NX40,Q9NX40,reviewed,OCAD1_HUMAN,OCIA domain-containing protein 1 (Ovarian cancer immunoreactive antigen domain containing 1) (Ovarian carcinoma immunoreactive antigen),OCIAD1 ASRIJ OCIA,Homo sapiens (Human),245,endocytosis [GO:0006897]; hematopoietic stem cell homeostasis [GO:0061484]; positive regulation of receptor signaling pathway via JAK-STAT [GO:0046427]; regulation of stem cell differentiation [GO:2000736],endosome [GO:0005768]; Golgi apparatus [GO:0005794]; lysosome [GO:0005764]; membrane [GO:0016020]; mitochondrion [GO:0005739],endosome [GO:0005768]; Golgi apparatus [GO:0005794]; lysosome [GO:0005764]; membrane [GO:0016020]; mitochondrion [GO:0005739]; endocytosis [GO:0006897]; hematopoietic stem cell homeostasis [GO:0061484]; positive regulation of receptor signaling pathway via JAK-STAT [GO:0046427]; regulation of stem cell differentiation [GO:2000736],
Q96CN7,Q96CN7,reviewed,ISOC1_HUMAN,Isochorismatase domain-containing protein 1,ISOC1 CGI-111,Homo sapiens (Human),298,,cytoplasm [GO:0005737]; peroxisome [GO:0005777],cytoplasm [GO:0005737]; peroxisome [GO:0005777],
O43169,O43169,reviewed,CYB5B_HUMAN,Cytochrome b5 type B (Cytochrome b5 outer mitochondrial membrane isoform),CYB5B CYB5M OMB5,Homo sapiens (Human),150,nitric oxide biosynthetic process [GO:0006809]; response to oxidative stress [GO:0006979]; xenobiotic metabolic process [GO:0006805],endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; nitric-oxide synthase complex [GO:1903958],endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; nitric-oxide synthase complex [GO:1903958]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; nitric oxide biosynthetic process [GO:0006809]; response to oxidative stress [GO:0006979]; xenobiotic metabolic process [GO:0006805],heme binding [GO:0020037]; metal ion binding [GO:0046872]
Q02641,Q02641,reviewed,CACB1_HUMAN,Voltage-dependent L-type calcium channel subunit beta-1 (CAB1) (Calcium channel voltage-dependent subunit beta 1),CACNB1 CACNLB1,Homo sapiens (Human),598,calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; cellular response to amyloid-beta [GO:1904646]; chemical synaptic transmission [GO:0007268]; positive regulation of muscle contraction [GO:0045933]; regulation of calcium ion transmembrane transport via high voltage-gated calcium channel [GO:1902514],L-type voltage-gated calcium channel complex [GO:1990454]; plasma membrane [GO:0005886]; synapse [GO:0045202]; T-tubule [GO:0030315]; voltage-gated calcium channel complex [GO:0005891],L-type voltage-gated calcium channel complex [GO:1990454]; plasma membrane [GO:0005886]; synapse [GO:0045202]; T-tubule [GO:0030315]; voltage-gated calcium channel complex [GO:0005891]; calcium channel regulator activity [GO:0005246]; high voltage-gated calcium channel activity [GO:0008331]; voltage-gated calcium channel activity [GO:0005245]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; cellular response to amyloid-beta [GO:1904646]; chemical synaptic transmission [GO:0007268]; positive regulation of muscle contraction [GO:0045933]; regulation of calcium ion transmembrane transport via high voltage-gated calcium channel [GO:1902514],calcium channel regulator activity [GO:0005246]; high voltage-gated calcium channel activity [GO:0008331]; voltage-gated calcium channel activity [GO:0005245]
P53778,P53778,reviewed,MK12_HUMAN,Mitogen-activated protein kinase 12 (MAP kinase 12) (MAPK 12) (EC 2.7.11.24) (Extracellular signal-regulated kinase 6) (ERK-6) (Mitogen-activated protein kinase p38 gamma) (MAP kinase p38 gamma) (Stress-activated protein kinase 3),MAPK12 ERK6 SAPK3,Homo sapiens (Human),367,intracellular signal transduction [GO:0035556]; MAPK cascade [GO:0000165]; muscle organ development [GO:0007517]; myoblast differentiation [GO:0045445]; negative regulation of cell cycle [GO:0045786]; positive regulation of muscle cell differentiation [GO:0051149]; regulation of cell cycle [GO:0051726]; signal transduction [GO:0007165]; signal transduction in response to DNA damage [GO:0042770],cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; MAP kinase activity [GO:0004707]; peptidase activator activity [GO:0016504]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; intracellular signal transduction [GO:0035556]; MAPK cascade [GO:0000165]; muscle organ development [GO:0007517]; myoblast differentiation [GO:0045445]; negative regulation of cell cycle [GO:0045786]; positive regulation of muscle cell differentiation [GO:0051149]; regulation of cell cycle [GO:0051726]; signal transduction [GO:0007165]; signal transduction in response to DNA damage [GO:0042770],ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; MAP kinase activity [GO:0004707]; peptidase activator activity [GO:0016504]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]
Q5HYK3,Q5HYK3,reviewed,COQ5_HUMAN,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial (EC 2.1.1.201) (Ubiquinone biosynthesis methyltransferase COQ5)",COQ5,Homo sapiens (Human),327,methylation [GO:0032259]; ubiquinone biosynthetic process [GO:0006744],extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; protein-containing complex [GO:0032991]; ubiquinone biosynthesis complex [GO:0110142],"extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; protein-containing complex [GO:0032991]; ubiquinone biosynthesis complex [GO:0110142]; 2-methoxy-6-polyprenyl-1,4-benzoquinol methyltransferase activity [GO:0008425]; methylation [GO:0032259]; ubiquinone biosynthetic process [GO:0006744]","2-methoxy-6-polyprenyl-1,4-benzoquinol methyltransferase activity [GO:0008425]"
O60763,O60763,reviewed,USO1_HUMAN,General vesicular transport factor p115 (Protein USO1 homolog) (Transcytosis-associated protein) (TAP) (Vesicle-docking protein),USO1 VDP,Homo sapiens (Human),962,endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi vesicle docking [GO:0048211]; intracellular protein transport [GO:0006886]; membrane fusion [GO:0061025]; regulation of cellular response to insulin stimulus [GO:1900076]; secretory granule localization [GO:0032252]; small GTPase-mediated signal transduction [GO:0007264]; transcytosis [GO:0045056]; vesicle fusion with Golgi apparatus [GO:0048280],cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; ER to Golgi transport vesicle membrane [GO:0012507]; fibrillar center [GO:0001650]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; membrane [GO:0016020]; microtubule organizing center [GO:0005815]; perinuclear region of cytoplasm [GO:0048471]; transport vesicle [GO:0030133],cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; ER to Golgi transport vesicle membrane [GO:0012507]; fibrillar center [GO:0001650]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; membrane [GO:0016020]; microtubule organizing center [GO:0005815]; perinuclear region of cytoplasm [GO:0048471]; transport vesicle [GO:0030133]; cadherin binding [GO:0045296]; RNA binding [GO:0003723]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi vesicle docking [GO:0048211]; intracellular protein transport [GO:0006886]; membrane fusion [GO:0061025]; regulation of cellular response to insulin stimulus [GO:1900076]; secretory granule localization [GO:0032252]; small GTPase-mediated signal transduction [GO:0007264]; transcytosis [GO:0045056]; vesicle fusion with Golgi apparatus [GO:0048280],cadherin binding [GO:0045296]; RNA binding [GO:0003723]
P62280,P62280,reviewed,RS11_HUMAN,Small ribosomal subunit protein uS17 (40S ribosomal protein S11),RPS11,Homo sapiens (Human),158,cytoplasmic translation [GO:0002181]; ribosomal small subunit biogenesis [GO:0042274]; translation [GO:0006412],cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; ribosome [GO:0005840]; small-subunit processome [GO:0032040]; synapse [GO:0045202],cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; ribosome [GO:0005840]; small-subunit processome [GO:0032040]; synapse [GO:0045202]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; ribosomal small subunit biogenesis [GO:0042274]; translation [GO:0006412],RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
Q6GMV3,Q6GMV3,reviewed,PTRD1_HUMAN,Putative peptidyl-tRNA hydrolase PTRHD1 (EC 3.1.1.29) (Peptidyl-tRNA hydrolase domain-containing protein 1),PTRHD1 C2orf79,Homo sapiens (Human),140,,mitochondrion [GO:0005739],mitochondrion [GO:0005739]; peptidyl-tRNA hydrolase activity [GO:0004045],peptidyl-tRNA hydrolase activity [GO:0004045]
P56211,P56211,reviewed,ARP19_HUMAN,cAMP-regulated phosphoprotein 19 (ARPP-19),ARPP19,Homo sapiens (Human),112,cell division [GO:0051301]; G2/M transition of mitotic cell cycle [GO:0000086]; mitotic cell cycle [GO:0000278]; positive regulation of D-glucose import [GO:0046326]; positive regulation of gluconeogenesis [GO:0045722],cytoplasm [GO:0005737]; nucleoplasm [GO:0005654],cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; phosphatase inhibitor activity [GO:0019212]; potassium channel regulator activity [GO:0015459]; protein phosphatase 2A binding [GO:0051721]; protein phosphatase inhibitor activity [GO:0004864]; protein phosphatase regulator activity [GO:0019888]; signaling receptor binding [GO:0005102]; cell division [GO:0051301]; G2/M transition of mitotic cell cycle [GO:0000086]; mitotic cell cycle [GO:0000278]; positive regulation of D-glucose import [GO:0046326]; positive regulation of gluconeogenesis [GO:0045722],phosphatase inhibitor activity [GO:0019212]; potassium channel regulator activity [GO:0015459]; protein phosphatase 2A binding [GO:0051721]; protein phosphatase inhibitor activity [GO:0004864]; protein phosphatase regulator activity [GO:0019888]; signaling receptor binding [GO:0005102]
O75688,O75688,reviewed,PPM1B_HUMAN,Protein phosphatase 1B (EC 3.1.3.16) (Protein phosphatase 2C isoform beta) (PP2C-beta),PPM1B PP2CB,Homo sapiens (Human),479,N-terminal protein myristoylation [GO:0006499]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of defense response to virus [GO:0050687]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of non-canonical NF-kappaB signal transduction [GO:1901223]; peptidyl-threonine dephosphorylation [GO:0035970]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; protein dephosphorylation [GO:0006470]; regulation of canonical NF-kappaB signal transduction [GO:0043122],cytosol [GO:0005829]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleus [GO:0005634],cytosol [GO:0005829]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleus [GO:0005634]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; protein serine/threonine phosphatase activity [GO:0004722]; N-terminal protein myristoylation [GO:0006499]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of defense response to virus [GO:0050687]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of non-canonical NF-kappaB signal transduction [GO:1901223]; peptidyl-threonine dephosphorylation [GO:0035970]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; protein dephosphorylation [GO:0006470]; regulation of canonical NF-kappaB signal transduction [GO:0043122],magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; protein serine/threonine phosphatase activity [GO:0004722]
Q9H1E5,Q9H1E5,reviewed,TMX4_HUMAN,Thioredoxin-related transmembrane protein 4 (Thioredoxin domain-containing protein 13),TMX4 KIAA1162 TXNDC13 PSEC0095 UNQ475/PRO938,Homo sapiens (Human),349,,endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; nuclear inner membrane [GO:0005637],endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; nuclear inner membrane [GO:0005637]; disulfide oxidoreductase activity [GO:0015036],disulfide oxidoreductase activity [GO:0015036]
P22033,P22033,reviewed,MUTA_HUMAN,"Methylmalonyl-CoA mutase, mitochondrial (MCM) (EC 5.4.99.2) (Methylmalonyl-CoA isomerase)",MMUT MUT,Homo sapiens (Human),750,"homocysteine metabolic process [GO:0050667]; positive regulation of GTPase activity [GO:0043547]; post-embryonic development [GO:0009791]; propionate metabolic process, methylmalonyl pathway [GO:0019678]; succinyl-CoA biosynthetic process [GO:1901290]",cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],"cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; cobalamin binding [GO:0031419]; GTPase activity [GO:0003924]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; methylmalonyl-CoA mutase activity [GO:0004494]; modified amino acid binding [GO:0072341]; protein homodimerization activity [GO:0042803]; homocysteine metabolic process [GO:0050667]; positive regulation of GTPase activity [GO:0043547]; post-embryonic development [GO:0009791]; propionate metabolic process, methylmalonyl pathway [GO:0019678]; succinyl-CoA biosynthetic process [GO:1901290]",cobalamin binding [GO:0031419]; GTPase activity [GO:0003924]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; methylmalonyl-CoA mutase activity [GO:0004494]; modified amino acid binding [GO:0072341]; protein homodimerization activity [GO:0042803]
Q9UKU7,Q9UKU7,reviewed,ACAD8_HUMAN,"Isobutyryl-CoA dehydrogenase, mitochondrial (IBDH) (EC 1.3.8.5) (Activator-recruited cofactor 42 kDa component) (ARC42) (Acyl-CoA dehydrogenase family member 8) (ACAD-8)",ACAD8 ARC42 IBD,Homo sapiens (Human),415,L-valine catabolic process [GO:0006574]; lipid metabolic process [GO:0006629],mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]; short-chain 2-methyl fatty acyl-CoA dehydrogenase activity [GO:0003853]; L-valine catabolic process [GO:0006574]; lipid metabolic process [GO:0006629],acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]; short-chain 2-methyl fatty acyl-CoA dehydrogenase activity [GO:0003853]
Q9NQE9,Q9NQE9,reviewed,HINT3_HUMAN,Adenosine 5'-monophosphoramidase HINT3 (EC 3.9.1.-) (Histidine triad nucleotide-binding protein 3) (HINT-3),HINT3,Homo sapiens (Human),182,,cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nucleus [GO:0005634],cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; adenosine 5'-monophosphoramidase activity [GO:0043530]; identical protein binding [GO:0042802]; nucleotide binding [GO:0000166],adenosine 5'-monophosphoramidase activity [GO:0043530]; identical protein binding [GO:0042802]; nucleotide binding [GO:0000166]
O00168,O00168,reviewed,PLM_HUMAN,Phospholemman (FXYD domain-containing ion transport regulator 1) (Sodium/potassium-transporting ATPase subunit FXYD1),FXYD1 PLM,Homo sapiens (Human),92,chloride transport [GO:0006821]; muscle contraction [GO:0006936]; negative regulation of protein glutathionylation [GO:0010734]; positive regulation of sodium ion export across plasma membrane [GO:1903278]; potassium ion transport [GO:0006813]; regulation of cardiac muscle cell membrane potential [GO:0086036]; regulation of heart contraction [GO:0008016]; sodium ion transport [GO:0006814],apical plasma membrane [GO:0016324]; caveola [GO:0005901]; intercalated disc [GO:0014704]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; sodium:potassium-exchanging ATPase complex [GO:0005890]; T-tubule [GO:0030315],apical plasma membrane [GO:0016324]; caveola [GO:0005901]; intercalated disc [GO:0014704]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; sodium:potassium-exchanging ATPase complex [GO:0005890]; T-tubule [GO:0030315]; chloride channel activity [GO:0005254]; sodium channel regulator activity [GO:0017080]; transmembrane transporter binding [GO:0044325]; chloride transport [GO:0006821]; muscle contraction [GO:0006936]; negative regulation of protein glutathionylation [GO:0010734]; positive regulation of sodium ion export across plasma membrane [GO:1903278]; potassium ion transport [GO:0006813]; regulation of cardiac muscle cell membrane potential [GO:0086036]; regulation of heart contraction [GO:0008016]; sodium ion transport [GO:0006814],chloride channel activity [GO:0005254]; sodium channel regulator activity [GO:0017080]; transmembrane transporter binding [GO:0044325]
Q9Y2R0,Q9Y2R0,reviewed,COA3_HUMAN,"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial (Coiled-coil domain-containing protein 56) (Mitochondrial translation regulation assembly intermediate of cytochrome c oxidase protein of 12 kDa)",COA3 CCDC56 MITRAC12 HSPC009,Homo sapiens (Human),106,mitochondrial respiratory chain complex IV assembly [GO:0033617]; positive regulation of mitochondrial translation [GO:0070131],mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; mitochondrial respiratory chain complex IV assembly [GO:0033617]; positive regulation of mitochondrial translation [GO:0070131],
